5.976925545433141806e+00 -1.154887314434558165e+00
5.877839251449250568e+00 -1.751515676996565185e+00
7.208579453134737136e+00 -2.000397389204882082e+00
-6.063642976644141314e-01 6.838393575676390057e+00
6.471693802217717284e+00 9.143032275186863345e+00
6.855682387250382703e+00 8.842003154535909459e+00
8.246840318073791920e+00 9.866869401801968920e+00
-2.907903379998234783e+00 5.798861879732227997e+00
6.808437690181132318e+00 -1.675091734881185346e+00
8.541352009168324599e+00 1.043322735517382682e+01
7.921661011650106943e+00 9.089667579015371146e+00
6.272346075752186501e+00 -1.545992078338452203e+00
-2.613282719871471649e+00 6.698181911132227384e+00
6.574517240101257265e+00 -2.072738236169862969e+00
6.449321107404004216e+00 -1.507428111981323759e+00
-3.844193815092124655e+00 4.619175811438182677e+00
6.137247931219840247e+00 -1.972243566268207182e+00
6.851596811862216363e+00 -1.346831399905711990e+00
6.873715467219765785e+00 -2.596233913903567725e+00
6.806969398452010545e+00 8.397478050563194074e+00
6.423184581259971715e+00 7.991582134550995420e+00
6.508912862702397106e+00 -2.273205950407652498e+00
6.032544882281275278e+00 8.547711569255723063e+00
8.995913883606027284e+00 9.459226052518657113e+00
-4.870433865180523014e+00 5.438454600693143348e+00
6.282176170543969818e+00 -2.261038926737050758e+00
5.997315495036975364e+00 -2.163811300406145666e+00
-5.329216254630309457e+00 2.469759945515372479e+00
7.605348520434765724e+00 9.201123175002951626e+00
8.774673247233577555e+00 9.843531661933267785e+00
-3.272935553232011685e+00 8.371841988087604491e+00
7.370834719612879837e+00 8.414689674886712822e+00
5.880880350415727875e+00 9.369556710295475099e+00
-1.230840139120960242e+00 4.469235146993055352e+00
6.088370911441333355e+00 -1.770588174511746438e+00
6.488369979576994240e+00 -1.066188820508565449e+00
8.872408199101338155e+00 1.108505783800129763e+01
-7.341486451788435730e+00 6.311056719344073862e+00
-5.315567267686386543e+00 7.302408176760322611e+00
6.586203968441463275e+00 9.210058761094430224e+00
6.471308360461506481e+00 -1.909479008370193576e+00
7.047332875920146122e+00 -1.549295566197009366e+00
6.095709762155828493e+00 -2.292671662688330780e+00
6.540274358621337214e+00 -1.805396576700232458e+00
8.854984605075669535e+00 1.124905037882064818e+01
8.561627500190255091e+00 1.021278101459552090e+01
7.410518781282802614e+00 9.529574372515213554e+00
6.379876673201661852e+00 9.891276611629546522e+00
7.934815610868757751e+00 9.038499362831464268e+00
7.090835548852974846e+00 -1.079893603359917797e+00
1.524718358160180642e+00 6.912325422538172504e+00
6.403541233684084233e+00 -1.343951807516265085e+00
8.229295050991115801e+00 9.412259450515813697e+00
7.117952288180684484e+00 -1.569060116642292835e+00
-2.497082989516157703e+00 6.367924793421142482e+00
7.170960357367766491e+00 -1.970697900971489780e+00
6.374055495196595089e+00 -1.130702862942564391e+00
5.448702223384078280e+00 9.454234867142375265e+00
-4.600916342475750653e+00 6.891969023950776041e+00
6.756816100414665627e+00 -2.314244854425338449e+00
-6.151886272620403773e-01 5.683117010261015345e+00
-2.818804017680558438e-01 3.877155904714624235e+00
7.007859369358545365e+00 9.304053815572366659e+00
-1.531598497185789887e+00 6.370657251794883180e+00
7.386269039096115208e+00 9.457844475659443972e+00
