1.162742336945808974e+00 -5.392931802813643039e-01
-8.939883140326538857e-01 3.424248442103330903e-01
-3.473152735527451629e-02 1.051196846582144406e+00
-4.970623654091733679e-01 9.230453184873504968e-01
-4.696902907731466126e-01 8.735573162012155723e-01
8.348405426679703090e-02 1.012039409744309310e-01
6.829198863508512130e-02 1.019174154345859229e+00
1.023048701791497983e+00 2.076786085211277944e-01
-3.359496584253135465e-01 8.661264828884900346e-01
3.690452915302383508e-02 3.977512595333015932e-02
1.783299818724254138e+00 -1.411489561224821276e-01
7.161204933279373686e-01 -4.987146478885677858e-01
2.004824839305221484e+00 2.043678161199145304e-01
3.226878007739508725e-01 1.008198584693669630e+00
-9.114413312373929044e-01 4.636912290011349080e-01
2.057454433173694364e-01 9.435403822315615585e-01
1.150423297162351047e-02 4.713834645690948566e-01
8.311009945176153213e-01 7.188842817816557540e-01
3.786531977987982467e-01 -2.762451681888075661e-01
1.429757816998984410e+00 -4.820450678159324265e-01
1.166894357376997426e+00 -5.173338976875292428e-01
-1.658341391917496632e-01 1.080389284839990083e+00
1.844981751875904186e+00 -5.591915667439099902e-02
9.509865977088302058e-01 2.229625598269648623e-01
8.526839204959021368e-01 4.656969278325278072e-01
1.117251474688841367e-01 1.251143101652484602e-01
9.510642785332694693e-01 4.223033186459487220e-01
1.755952708375905016e-02 1.026941466026014549e+00
1.333827468329852328e+00 -4.069593563222873578e-01
4.048495405616844151e-02 2.626669447695665349e-01
1.700432989050416843e+00 -1.895645483075862059e-01
-9.175706107288318647e-02 9.869026827153679626e-01
-2.564231740642031188e-01 9.916654139247249589e-01
-3.047748774673491451e-03 4.132425457712248229e-01
9.225157823229453991e-01 4.511383344580039978e-01
9.988086303399601462e-01 2.856691900290390107e-01
-2.704972888850137314e-01 1.035982329816411251e+00
1.265136306965870316e+00 -4.415557910257859597e-01
2.008705347029056565e+00 3.069855417445041534e-01
3.248928000534074823e-01 9.927314193387702934e-01
8.829508956995391067e-01 4.271335970136982962e-01
1.916630671427534294e+00 1.632843933809528525e-01
1.003988217449288234e+00 -5.093662764665781717e-01
8.165832268725923271e-01 6.064593449363078204e-01
8.380828882341025965e-01 -4.387771813909771557e-01
9.971499402326642336e-01 -3.884227668307146386e-01
-3.175143235834362310e-01 9.335979032847433468e-01
9.575686644531331559e-01 3.809099530721608562e-01
-8.030106197270269197e-01 6.079012504247082171e-01
-9.276320630647612031e-01 3.083049877739083566e-01
-4.278493072205629133e-01 8.741070474843607441e-01
-5.720304574454302404e-01 7.446236956666912876e-01
6.545250388384453721e-01 7.466913775304064860e-01
4.079137392082442248e-02 2.813936795435526550e-01
2.387178223008098454e-01 1.020552571503071437e+00
